rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
13605	C2orf86	[Not Available]	861180	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13606	C2orf88	chromosome 2 open reading frame 88	108508	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13607	C2orf89	[Not Available]	512284	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13608	C3orf1	chromosome 3 open reading frame 1	328320	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13609	C3orf10	chromosome 3 open reading frame 10	89280	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13610	C3orf14	chromosome 3 open reading frame 14	146514	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13611	C3orf15	chromosome 3 open reading frame 15	878795	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13612	C3orf16	chromosome 3 open reading frame 16	615754	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13613	C3orf18	chromosome 3 open reading frame 18	186604	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13614	C3orf19	chromosome 3 open reading frame 19	537729	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13615	C3orf21	chromosome 3 open reading frame 21	307240	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13616	C3orf22	chromosome 3 open reading frame 22	162299	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13617	C3orf23	chromosome 3 open reading frame 23	581315	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13618	C3orf24	chromosome 3 open reading frame 24	199862	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13619	C3orf26	chromosome 3 open reading frame 26	322323	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13620	C3orf27	chromosome 3 open reading frame 27	168747	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13621	C3orf31	chromosome 3 open reading frame 31	362826	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13622	C3orf32	chromosome 3 open reading frame 32	406475	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13623	C3orf34	chromosome 3 open reading frame 34	187902	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13624	C3orf37	chromosome 3 open reading frame 37	404366	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13625	C3orf39	chromosome 3 open reading frame 39	639412	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13626	C3orf43	chromosome 3 open reading frame 43	243850	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13627	C3orf45	chromosome 3 open reading frame 45	187665	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13628	C3orf52	chromosome 3 open reading frame 52	252400	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13629	C3orf54	chromosome 3 open reading frame 54	320889	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13630	C3orf55	chromosome 3 open reading frame 55	209891	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13631	C3orf57	chromosome 3 open reading frame 57	87068	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13632	C3orf59	chromosome 3 open reading frame 59	522682	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13633	C3orf62	chromosome 3 open reading frame 62	303499	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13634	C3orf63	chromosome 3 open reading frame 63	1895044	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13635	C3orf64	chromosome 3 open reading frame 64	511888	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13636	C3orf70	chromosome 3 open reading frame 70	276355	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13637	C3orf71	chromosome 3 open reading frame 71	255642	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13638	C3orf72	chromosome 3 open reading frame 72	190526	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13639	C3orf75	[Not Available]	289774	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13640	C3orf77	chromosome 3 open reading frame 77	1881522	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13641	C3orf78	chromosome 3 open reading frame 78	82003	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13642	C4orf14	chromosome 4 open reading frame 14	715482	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13643	C4orf19	chromosome 4 open reading frame 19	353928	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13644	C4orf21	chromosome 4 open reading frame 21	2369012	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13645	C4orf23	chromosome 4 open reading frame 23	416425	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13646	C4orf27	chromosome 4 open reading frame 27	385801	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13647	C4orf29	chromosome 4 open reading frame 29	474480	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13648	C4orf3	chromosome 4 open reading frame 3	77394	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13649	C4orf31	chromosome 4 open reading frame 31	621858	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13650	C4orf32	chromosome 4 open reading frame 32	113626	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13651	C4orf33	chromosome 4 open reading frame 33	230238	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13652	C4orf34	chromosome 4 open reading frame 34	116124	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13653	C4orf35	chromosome 4 open reading frame 35	442702	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13654	C4orf36	chromosome 4 open reading frame 36	135668	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13655	C4orf37	chromosome 4 open reading frame 37	526847	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13656	C4orf39	chromosome 4 open reading frame 39	174877	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13657	C4orf40	chromosome 4 open reading frame 40	251154	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13658	C4orf41	chromosome 4 open reading frame 41	1303188	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13659	C4orf43	[Not Available]	235876	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13660	C4orf44	[Not Available]	265371	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13661	C4orf48	chromosome 4 open reading frame 48	44870	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13662	C4orf49	[Not Available]	258503	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13663	C4orf50	chromosome 4 open reading frame 50	318010	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13664	C4orf52	chromosome 4 open reading frame 52	79831	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13665	C4orf6	chromosome 4 open reading frame 6	107880	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13666	C4orf7	chromosome 4 open reading frame 7	100269	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13667	C5AR1	complement component 5a receptor 1	386946	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13668	C5orf13	chromosome 5 open reading frame 13	133088	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13669	C5orf20	chromosome 5 open reading frame 20	274618	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13670	C5orf23	chromosome 5 open reading frame 23	137492	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13671	C5orf24	chromosome 5 open reading frame 24	212358	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13672	C5orf25	chromosome 5 open reading frame 25	489486	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13673	C5orf30	chromosome 5 open reading frame 30	231756	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13674	C5orf32	chromosome 5 open reading frame 32	110440	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13675	C5orf33	chromosome 5 open reading frame 33	395387	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13676	C5orf35	chromosome 5 open reading frame 35	335426	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13677	C5orf36	chromosome 5 open reading frame 36	1449126	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13678	C5orf39	chromosome 5 open reading frame 39	217525	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13679	C5orf4	chromosome 5 open reading frame 4	379175	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13680	C5orf40	chromosome 5 open reading frame 40	251933	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13681	C5orf41	chromosome 5 open reading frame 41	726125	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13682	C5orf43	chromosome 5 open reading frame 43	85151	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13683	C5orf44	chromosome 5 open reading frame 44	485784	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13684	C5orf46	chromosome 5 open reading frame 46	102672	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13685	C5orf47	chromosome 5 open reading frame 47	180660	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13686	C5orf48	chromosome 5 open reading frame 48	154791	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13687	C5orf49	chromosome 5 open reading frame 49	138234	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13688	C5orf53	[Not Available]	61650	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13689	C5orf54	chromosome 5 open reading frame 54	661214	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13690	C5orf56	chromosome 5 open reading frame 56	145741	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13691	C5orf58	chromosome 5 open reading frame 58	119231	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13692	C6orf10	chromosome 6 open reading frame 10	545798	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13693	C6orf103	chromosome 6 open reading frame 103	1896988	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13694	C6orf105	chromosome 6 open reading frame 105	287750	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13695	C6orf106	chromosome 6 open reading frame 106	327886	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13696	C6orf108	chromosome 6 open reading frame 108	183218	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13697	C6orf114	chromosome 6 open reading frame 114	154356	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13698	C6orf115	chromosome 6 open reading frame 115	94046	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13699	C6orf125	chromosome 6 open reading frame 125	141782	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13700	C6orf126	chromosome 6 open reading frame 126	84249	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13701	C6orf127	chromosome 6 open reading frame 127	134914	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13702	C6orf129	chromosome 6 open reading frame 129	109438	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13703	C6orf130	chromosome 6 open reading frame 130	177722	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13704	C6orf134	chromosome 6 open reading frame 134	383423	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13705	C6orf136	chromosome 6 open reading frame 136	478539	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13706	C6orf138	chromosome 6 open reading frame 138	907315	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13707	C6orf142	chromosome 6 open reading frame 142	528423	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13708	C6orf145	chromosome 6 open reading frame 145	245784	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13709	C6orf146	chromosome 6 open reading frame 146	576855	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13710	C6orf150	chromosome 6 open reading frame 150	545165	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13711	C6orf153	chromosome 6 open reading frame 153	265050	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13712	C6orf154	chromosome 6 open reading frame 154	329239	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13713	C6orf162	chromosome 6 open reading frame 162	110887	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13714	C6orf163	chromosome 6 open reading frame 163	230514	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13715	C6orf167	chromosome 6 open reading frame 167	1410919	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13716	C6orf168	chromosome 6 open reading frame 168	448176	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13717	C6orf170	chromosome 6 open reading frame 170	1441396	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13718	C6orf174	chromosome 6 open reading frame 174	816351	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13719	C6orf182	chromosome 6 open reading frame 182	529202	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13720	C6orf186	chromosome 6 open reading frame 186	285486	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13721	C6orf191	chromosome 6 open reading frame 191	150984	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13722	C6orf192	chromosome 6 open reading frame 192	527636	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13723	C6orf195	chromosome 6 open reading frame 195	143821	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13724	C6orf201	chromosome 6 open reading frame 201	163162	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13725	C6orf203	chromosome 6 open reading frame 203	268134	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13726	C6orf204	chromosome 6 open reading frame 204	944213	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13727	C6orf221	chromosome 6 open reading frame 221	211221	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13728	C6orf225	chromosome 6 open reading frame 225	93178	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13729	C6orf226	chromosome 6 open reading frame 226	112255	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13730	C6orf25	chromosome 6 open reading frame 25	279636	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13731	C6orf26	chromosome 6 open reading frame 26	206318	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13732	C6orf27	chromosome 6 open reading frame 27	990459	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13733	C6orf35	chromosome 6 open reading frame 35	161771	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13734	C6orf48	chromosome 6 open reading frame 48	87682	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13735	C6orf52	chromosome 6 open reading frame 52	176655	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13736	C6orf64	chromosome 6 open reading frame 64	199513	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13737	C6orf70	chromosome 6 open reading frame 70	771394	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13738	C6orf72	chromosome 6 open reading frame 72	345695	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13739	C6orf81	chromosome 6 open reading frame 81	414458	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13740	C6orf94	chromosome 6 open reading frame 94	258516	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13741	C6orf97	chromosome 6 open reading frame 97	801392	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13742	C7orf10	chromosome 7 open reading frame 10	496407	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13743	C7orf11	chromosome 7 open reading frame 11	171900	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13744	C7orf16	chromosome 7 open reading frame 16	179488	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13745	C7orf23	chromosome 7 open reading frame 23	137534	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13746	C7orf27	chromosome 7 open reading frame 27	829520	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13747	C7orf28A	chromosome 7 open reading frame 28A	522463	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13748	C7orf28B	chromosome 7 open reading frame 28B	526341	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13749	C7orf29	chromosome 7 open reading frame 29	242480	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13750	C7orf30	chromosome 7 open reading frame 30	244617	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13751	C7orf31	chromosome 7 open reading frame 31	670596	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13752	C7orf34	chromosome 7 open reading frame 34	166640	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13753	C7orf36	chromosome 7 open reading frame 36	256513	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13754	C7orf41	chromosome 7 open reading frame 41	148388	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13755	C7orf42	chromosome 7 open reading frame 42	357914	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13756	C7orf44	chromosome 7 open reading frame 44	171380	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13757	C7orf45	chromosome 7 open reading frame 45	277640	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13758	C7orf46	chromosome 7 open reading frame 46	335427	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13759	C7orf47	chromosome 7 open reading frame 47	204619	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13760	C7orf50	chromosome 7 open reading frame 50	202799	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13761	C7orf51	chromosome 7 open reading frame 51	823130	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13762	C7orf52	chromosome 7 open reading frame 52	306411	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13763	C7orf53	chromosome 7 open reading frame 53	151582	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13764	C7orf55	chromosome 7 open reading frame 55	119085	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13765	C7orf57	chromosome 7 open reading frame 57	338734	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13766	C7orf58	chromosome 7 open reading frame 58	1187022	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13767	C7orf59	[Not Available]	104952	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13768	C7orf63	chromosome 7 open reading frame 63	1071187	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13769	C7orf64	[Not Available]	417207	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13770	C7orf65	chromosome 7 open reading frame 65	173193	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13771	C7orf68	[Not Available]	72912	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13772	C7orf69	chromosome 7 open reading frame 69	99341	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13773	C7orf70	[Not Available]	290701	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13774	C7orf71	chromosome 7 open reading frame 71	175682	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13775	C8G	complement component 8, gamma polypeptide	218693	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13776	C8orf30A	chromosome 8 open reading frame 30A	401907	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13777	C8orf37	chromosome 8 open reading frame 37	240582	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13778	C8orf38	chromosome 8 open reading frame 38	310806	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13779	C8orf40	chromosome 8 open reading frame 40	124577	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13780	C8orf41	chromosome 8 open reading frame 41	569283	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13781	C8orf42	chromosome 8 open reading frame 42	186051	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13782	C8orf44	chromosome 8 open reading frame 44	160032	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13783	C8orf45	chromosome 8 open reading frame 45	787511	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13784	C8orf46	chromosome 8 open reading frame 46	206566	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13785	C8orf47	chromosome 8 open reading frame 47	410893	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13786	C8orf48	chromosome 8 open reading frame 48	354714	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13787	C8orf55	chromosome 8 open reading frame 55	78395	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13788	C8orf59	chromosome 8 open reading frame 59	113905	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13789	C8orf73	chromosome 8 open reading frame 73	586648	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13790	C8orf79	chromosome 8 open reading frame 79	509184	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
